detector,scenario,true_label,predicted,score,correct,latency_ms,repeat
QualityOnly,data_drift,1,0,0.0065,0,0.11873245239257812,5
QualityOnly,data_drift,1,0,0.0066,0,0.16450881958007812,6
QualityOnly,data_drift,1,0,0.0065,0,0.11849403381347656,7
QualityOnly,data_drift,1,0,0.0066,0,0.15020370483398438,8
QualityOnly,data_drift,1,0,0.0065,0,0.13208389282226562,9
QualityOnly,data_drift,1,0,0.0065,0,0.12826919555664062,10
QualityOnly,data_drift,1,0,0.0065,0,0.1220703125,11
QualityOnly,data_drift,1,0,0.0066,0,0.1544952392578125,12
QualityOnly,data_drift,1,0,0.0065,0,0.2353191375732422,13
QualityOnly,data_drift,1,0,0.0066,0,0.1690387725830078,14
QualityOnly,data_drift,1,0,0.0067,0,0.1919269561767578,15
QualityOnly,data_drift,1,0,0.0067,0,0.148773193359375,16
QualityOnly,data_drift,1,0,0.0065,0,0.1220703125,17
QualityOnly,data_drift,1,0,0.0066,0,0.11920928955078125,18
QualityOnly,data_drift,1,0,0.0066,0,0.11920928955078125,19
QualityOnly,noisy_features,1,1,0.1296,1,0.14138221740722656,0
QualityOnly,noisy_features,1,1,0.1298,1,0.11587142944335938,1
QualityOnly,noisy_features,1,1,0.13,1,0.13494491577148438,2
QualityOnly,noisy_features,1,1,0.1298,1,0.14734268188476562,3
QualityOnly,noisy_features,1,1,0.1297,1,0.1163482666015625,4
QualityOnly,noisy_features,1,1,0.1299,1,0.1316070556640625,5
QualityOnly,noisy_features,1,1,0.1299,1,0.12350082397460938,6
QualityOnly,noisy_features,1,1,0.1298,1,0.11849403381347656,7
QualityOnly,noisy_features,1,1,0.1296,1,0.11944770812988281,8
QualityOnly,noisy_features,1,1,0.1296,1,0.12969970703125,9
QualityOnly,noisy_features,1,1,0.1297,1,0.2262592315673828,10
QualityOnly,noisy_features,1,1,0.1297,1,0.12469291687011719,11
QualityOnly,noisy_features,1,1,0.1298,1,0.12540817260742188,12
QualityOnly,noisy_features,1,1,0.1295,1,0.12135505676269531,13
QualityOnly,noisy_features,1,1,0.1295,1,0.13780593872070312,14
QualityOnly,noisy_features,1,1,0.1298,1,0.11801719665527344,15
QualityOnly,noisy_features,1,1,0.13,1,0.11658668518066406,16
QualityOnly,noisy_features,1,1,0.1297,1,0.11730194091796875,17
QualityOnly,noisy_features,1,1,0.1298,1,0.14972686767578125,18
QualityOnly,noisy_features,1,1,0.1299,1,0.11754035949707031,19
QualityOnly,missing_data,1,0,0.0002,0,0.2548694610595703,0
QualityOnly,missing_data,1,0,0.0002,0,0.2086162567138672,1
QualityOnly,missing_data,1,0,0.0002,0,0.2505779266357422,2
QualityOnly,missing_data,1,0,0.0002,0,0.22649765014648438,3
QualityOnly,missing_data,1,0,0.0002,0,0.23555755615234375,4
QualityOnly,missing_data,1,0,0.0002,0,0.255584716796875,5
QualityOnly,missing_data,1,0,0.0002,0,0.2818107604980469,6
QualityOnly,missing_data,1,0,0.0002,0,0.2491474151611328,7
QualityOnly,missing_data,1,0,0.0002,0,0.23126602172851562,8
QualityOnly,missing_data,1,0,0.0002,0,0.1919269561767578,9
QualityOnly,missing_data,1,0,0.0002,0,0.1704692840576172,10
QualityOnly,missing_data,1,0,0.0002,0,0.12636184692382812,11
QualityOnly,missing_data,1,0,0.0002,0,0.12302398681640625,12
QualityOnly,missing_data,1,0,0.0002,0,0.13113021850585938,13
QualityOnly,missing_data,1,0,0.0002,0,0.12183189392089844,14
QualityOnly,missing_data,1,0,0.0002,0,0.11730194091796875,15
QualityOnly,missing_data,1,0,0.0002,0,0.21409988403320312,16
QualityOnly,missing_data,1,0,0.0002,0,0.12183189392089844,17
QualityOnly,missing_data,1,0,0.0002,0,0.11658668518066406,18
QualityOnly,missing_data,1,0,0.0002,0,0.12135505676269531,19
QualityOnly,ood_samples,1,1,0.2,1,0.11539459228515625,0
QualityOnly,ood_samples,1,1,0.2,1,0.1418590545654297,1
QualityOnly,ood_samples,1,1,0.2,1,0.11324882507324219,2
QualityOnly,ood_samples,1,1,0.2,1,0.11396408081054688,3
QualityOnly,ood_samples,1,1,0.2,1,0.11277198791503906,4
QualityOnly,ood_samples,1,1,0.2,1,0.21791458129882812,5
QualityOnly,ood_samples,1,1,0.2,1,0.12469291687011719,6
QualityOnly,ood_samples,1,1,0.2,1,0.11968612670898438,7
QualityOnly,ood_samples,1,1,0.2,1,0.1163482666015625,8
QualityOnly,ood_samples,1,1,0.2,1,0.1361370086669922,9
QualityOnly,ood_samples,1,1,0.2,1,0.11324882507324219,10
QualityOnly,ood_samples,1,1,0.2,1,0.1125335693359375,11
QualityOnly,ood_samples,1,1,0.2,1,0.1323223114013672,12
QualityOnly,ood_samples,1,1,0.2,1,0.11348724365234375,13
QualityOnly,ood_samples,1,1,0.2,1,0.11396408081054688,14
QualityOnly,ood_samples,1,1,0.2,1,0.11229515075683594,15
QualityOnly,ood_samples,1,1,0.2,1,0.11777877807617188,16
QualityOnly,ood_samples,1,1,0.2,1,0.14257431030273438,17
QualityOnly,ood_samples,1,1,0.2,1,0.12111663818359375,18
QualityOnly,ood_samples,1,1,0.2,1,0.11515617370605469,19
QualityOnly,corrupted_data,1,1,0.0727,1,0.11682510375976562,0
QualityOnly,corrupted_data,1,1,0.0727,1,0.20575523376464844,1
QualityOnly,corrupted_data,1,1,0.0727,1,0.1266002655029297,2
QualityOnly,corrupted_data,1,1,0.0727,1,0.11801719665527344,3
QualityOnly,corrupted_data,1,1,0.0727,1,0.1499652862548828,4
QualityOnly,corrupted_data,1,1,0.0727,1,0.11706352233886719,5
QualityOnly,corrupted_data,1,1,0.0727,1,0.11539459228515625,6
QualityOnly,corrupted_data,1,1,0.0727,1,0.12302398681640625,7
QualityOnly,corrupted_data,1,1,0.0727,1,0.1373291015625,8
QualityOnly,corrupted_data,1,1,0.0727,1,0.118255615234375,9
QualityOnly,corrupted_data,1,1,0.0727,1,0.11324882507324219,10
QualityOnly,corrupted_data,1,1,0.0727,1,0.11372566223144531,11
QualityOnly,corrupted_data,1,1,0.0727,1,0.11730194091796875,12
QualityOnly,corrupted_data,1,1,0.0727,1,0.1163482666015625,13
QualityOnly,corrupted_data,1,1,0.0727,1,0.11348724365234375,14
QualityOnly,corrupted_data,1,1,0.0727,1,0.11610984802246094,15
QualityOnly,corrupted_data,1,1,0.0727,1,0.11205673217773438,16
QualityOnly,corrupted_data,1,1,0.0727,1,0.12636184692382812,17
QualityOnly,corrupted_data,1,1,0.0727,1,0.15354156494140625,18
QualityOnly,corrupted_data,1,1,0.0727,1,0.13780593872070312,19
OODOnly,no_failure,0,1,1.0,0,0.3879070281982422,0
OODOnly,no_failure,0,1,1.0,0,0.36025047302246094,1
OODOnly,no_failure,0,1,1.0,0,0.3516674041748047,2
OODOnly,no_failure,0,1,1.0,0,0.3666877746582031,3
OODOnly,no_failure,0,1,1.0,0,0.3490447998046875,4
OODOnly,no_failure,0,1,1.0,0,0.4608631134033203,5
OODOnly,no_failure,0,1,1.0,0,0.3571510314941406,6
OODOnly,no_failure,0,1,1.0,0,0.3495216369628906,7
OODOnly,no_failure,0,1,1.0,0,0.3788471221923828,8
OODOnly,no_failure,0,1,1.0,0,0.34546852111816406,9
OODOnly,no_failure,0,1,1.0,0,0.4134178161621094,10
OODOnly,no_failure,0,1,1.0,0,0.36215782165527344,11
OODOnly,no_failure,0,1,1.0,0,0.3521442413330078,12
OODOnly,no_failure,0,1,1.0,0,0.36454200744628906,13
OODOnly,no_failure,0,1,1.0,0,0.4565715789794922,14
OODOnly,no_failure,0,1,1.0,0,0.34880638122558594,15
OODOnly,no_failure,0,1,1.0,0,0.3466606140136719,16
OODOnly,no_failure,0,1,1.0,0,0.34499168395996094,17
OODOnly,no_failure,0,1,1.0,0,0.36144256591796875,18
OODOnly,no_failure,0,1,1.0,0,0.36263465881347656,19
OODOnly,data_drift,1,1,1.0,1,0.3459453582763672,0
OODOnly,data_drift,1,1,1.0,1,0.34427642822265625,1
OODOnly,data_drift,1,1,1.0,1,0.3800392150878906,2
OODOnly,data_drift,1,1,1.0,1,0.3447532653808594,3
OODOnly,data_drift,1,1,1.0,1,0.4513263702392578,4
OODOnly,data_drift,1,1,1.0,1,0.3592967987060547,5
OODOnly,data_drift,1,1,1.0,1,0.3616809844970703,6
OODOnly,data_drift,1,1,1.0,1,0.3485679626464844,7
OODOnly,data_drift,1,1,1.0,1,0.36525726318359375,8
OODOnly,data_drift,1,1,1.0,1,0.40984153747558594,9
OODOnly,data_drift,1,1,1.0,1,0.3514289855957031,10
OODOnly,data_drift,1,1,1.0,1,0.36215782165527344,11
OODOnly,data_drift,1,1,1.0,1,0.3504753112792969,12
OODOnly,data_drift,1,1,1.0,1,0.3933906555175781,13
OODOnly,data_drift,1,1,1.0,1,0.38623809814453125,14
OODOnly,data_drift,1,1,1.0,1,0.37670135498046875,15
OODOnly,data_drift,1,1,1.0,1,0.3457069396972656,16
OODOnly,data_drift,1,1,1.0,1,0.3974437713623047,17
OODOnly,data_drift,1,1,1.0,1,0.36406517028808594,18
OODOnly,data_drift,1,1,1.0,1,0.37217140197753906,19
OODOnly,noisy_features,1,1,1.0,1,0.3516674041748047,0
OODOnly,noisy_features,1,1,1.0,1,0.35834312438964844,1
OODOnly,noisy_features,1,1,1.0,1,0.3757476806640625,2
OODOnly,noisy_features,1,1,1.0,1,0.34999847412109375,3
OODOnly,noisy_features,1,1,1.0,1,0.3616809844970703,4
OODOnly,noisy_features,1,1,1.0,1,0.34689903259277344,5
OODOnly,noisy_features,1,1,1.0,1,0.36787986755371094,6
OODOnly,noisy_features,1,1,1.0,1,0.3719329833984375,7
OODOnly,noisy_features,1,1,1.0,1,0.3821849822998047,8
OODOnly,noisy_features,1,1,1.0,1,0.4112720489501953,9
OODOnly,noisy_features,1,1,1.0,1,0.37598609924316406,10
OODOnly,noisy_features,1,1,1.0,1,0.3516674041748047,11
OODOnly,noisy_features,1,1,1.0,1,0.3502368927001953,12
OODOnly,noisy_features,1,1,1.0,1,0.3535747528076172,13
OODOnly,noisy_features,1,1,1.0,1,0.3986358642578125,14
OODOnly,noisy_features,1,1,1.0,1,0.3705024719238281,15
OODOnly,noisy_features,1,1,1.0,1,0.36406517028808594,16
OODOnly,noisy_features,1,1,1.0,1,0.36072731018066406,17
OODOnly,noisy_features,1,1,1.0,1,0.34737586975097656,18
OODOnly,noisy_features,1,1,1.0,1,0.3600120544433594,19
OODOnly,missing_data,1,1,1.0,1,0.3616809844970703,0
OODOnly,missing_data,1,1,1.0,1,0.36334991455078125,1
OODOnly,missing_data,1,1,1.0,1,0.43511390686035156,2
OODOnly,missing_data,1,1,1.0,1,0.3952980041503906,3
OODOnly,missing_data,1,1,1.0,1,0.39577484130859375,4
OODOnly,missing_data,1,1,1.0,1,0.37980079650878906,5
OODOnly,missing_data,1,1,1.0,1,0.35119056701660156,6
OODOnly,missing_data,1,1,1.0,1,0.5855560302734375,7
OODOnly,missing_data,1,1,1.0,1,0.5962848663330078,8
OODOnly,missing_data,1,1,1.0,1,0.5514621734619141,9
OODOnly,missing_data,1,1,1.0,1,0.36644935607910156,10
OODOnly,missing_data,1,1,1.0,1,0.3695487976074219,11
OODOnly,missing_data,1,1,1.0,1,0.48732757568359375,12
OODOnly,missing_data,1,1,1.0,1,0.5588531494140625,13
OODOnly,missing_data,1,1,1.0,1,0.5345344543457031,14
OODOnly,missing_data,1,1,1.0,1,0.5583763122558594,15
OODOnly,missing_data,1,1,1.0,1,0.5717277526855469,16
OODOnly,missing_data,1,1,1.0,1,0.5483627319335938,17
OODOnly,missing_data,1,1,1.0,1,0.5638599395751953,18
OODOnly,missing_data,1,1,1.0,1,0.38695335388183594,19
OODOnly,ood_samples,1,1,1.0,1,0.35500526428222656,0
OODOnly,ood_samples,1,1,1.0,1,0.35071372985839844,1
OODOnly,ood_samples,1,1,1.0,1,0.5118846893310547,2
OODOnly,ood_samples,1,1,1.0,1,0.3604888916015625,3
OODOnly,ood_samples,1,1,1.0,1,0.3504753112792969,4
OODOnly,ood_samples,1,1,1.0,1,0.4119873046875,5
OODOnly,ood_samples,1,1,1.0,1,0.4239082336425781,6
OODOnly,ood_samples,1,1,1.0,1,0.35119056701660156,7
OODOnly,ood_samples,1,1,1.0,1,0.34546852111816406,8
OODOnly,ood_samples,1,1,1.0,1,0.34546852111816406,9
OODOnly,ood_samples,1,1,1.0,1,0.3681182861328125,10
OODOnly,ood_samples,1,1,1.0,1,0.35762786865234375,11
OODOnly,ood_samples,1,1,1.0,1,0.36454200744628906,12
OODOnly,ood_samples,1,1,1.0,1,0.34546852111816406,13
OODOnly,ood_samples,1,1,1.0,1,0.3459453582763672,14
OODOnly,ood_samples,1,1,1.0,1,0.3437995910644531,15
OODOnly,ood_samples,1,1,1.0,1,0.5803108215332031,16
OODOnly,ood_samples,1,1,1.0,1,0.5567073822021484,17
OODOnly,ood_samples,1,1,1.0,1,0.37169456481933594,18
OODOnly,ood_samples,1,1,1.0,1,0.5316734313964844,19
OODOnly,corrupted_data,1,1,1.0,1,0.5495548248291016,0
OODOnly,corrupted_data,1,1,1.0,1,0.5726814270019531,1
OODOnly,corrupted_data,1,1,1.0,1,0.5674362182617188,2
OODOnly,corrupted_data,1,1,1.0,1,0.6413459777832031,3
OODOnly,corrupted_data,1,1,1.0,1,0.7004737854003906,4
OODOnly,corrupted_data,1,1,1.0,1,0.4260540008544922,5
OODOnly,corrupted_data,1,1,1.0,1,0.35881996154785156,6
OODOnly,corrupted_data,1,1,1.0,1,0.3502368927001953,7
OODOnly,corrupted_data,1,1,1.0,1,0.354766845703125,8
OODOnly,corrupted_data,1,1,1.0,1,0.4115104675292969,9
OODOnly,corrupted_data,1,1,1.0,1,0.4115104675292969,10
OODOnly,corrupted_data,1,1,1.0,1,0.3514289855957031,11
OODOnly,corrupted_data,1,1,1.0,1,0.3476142883300781,12
OODOnly,corrupted_data,1,1,1.0,1,0.347137451171875,13
OODOnly,corrupted_data,1,1,1.0,1,0.37932395935058594,14
OODOnly,corrupted_data,1,1,1.0,1,0.3600120544433594,15
OODOnly,corrupted_data,1,1,1.0,1,0.4336833953857422,16
OODOnly,corrupted_data,1,1,1.0,1,0.35691261291503906,17
OODOnly,corrupted_data,1,1,1.0,1,0.3643035888671875,18
OODOnly,corrupted_data,1,1,1.0,1,0.37860870361328125,19
